JPS_ID	作品名	作品名かな	作品名_重複	作品名かな_重複
39003	伝光長／保元物語合戦絵	 （外題）	1	86
39027	伝隆信／馬之図	 （外題）	1	86
137463	殿中進退定式	 （外題）	1	86
39178	土佐行光／天狗草子三井寺之巻	 （外題）	1	86
39179	土佐行光／天狗草子之内東寺・高野山	 （外題）	1	86
136661	東照宮水戸尾張祭礼次第　附水戸御廟祭礼記	 （外題）	1	86
136571	頭書増補　和歌題林抄	 （外題）	1	86
137915	銅山木山方	 （外題）	1	86
136603	日州街道古戦調	 （外題）	1	86
137932	秘事長板伝書	 （外題）	1	86
44417	筆者不詳／風俗図　両国橋	 （外題）	1	86
39011	病草子（摸本）	 （外題）	1	86
137433	武備小学；足軽・武者分・戦射・要馬	 （外題）	1	86
137908	文久三年二月御上洛ニ付厳重取調連印帳	 （外題）	1	86
137461	母衣伝記	 （外題）	1	86
137584	宝永板節用字海	 （外題）	1	86
137552	宝生院経蔵書籍目録	 （外題）	1	86
136609	要門膚団・御旗本武者押・制條	 （外題）	1	86
136618	蓮門経籍録	 （外題）	1	86
136546	和漢諸鳥口伝聞書雑部　和漢諸鳥飼立療治薬法	 （外題）	1	86
136638	碗久松山物語	 （外題）	1	86
137973	宦法隄防秘録	 （外題）	1	86
136624	齋宮齋院紀	 （外題）	1	86
137333	勒例類彙・常時勒例・不時勒例	 （外題）	1	86
136532	鸚鵡返文武二道	 （外題）	1	86
137958	神護寺四十五箇条起請文	 （外題）	1	86
137918	神代日岐目伝	 （外題）	1	86
136681	神童憑談略記　七生舞記	 （外題）	1	86
137935	棑夭實録	 （外題）	1	86
137975	橐籥図	 （外題）	1	86
137965	臞軒瑣録	 （外題）	1	86
159803	パリー風景	ふうけい	1	81
159807	風景（グレー）	ふうけい	1	81
159794	風景パリー	ふうけい	1	81
173845	太刀　銘（菊紋）和泉守来金道／遥奉 　鈞命享保庚戌年於京師二柄ヲ打一柄ハ献シ一柄ハ則是也	タチ	1	60
95124	葢坏	ふたつき	1	59
56687	七言絶句（二首）	しちごんぜっく	1	48
16319	勺	しゃく	1	46
12756	杓	しゃく	1	46
54008	亀のたわむれ	かめ	1	44
45849	菩薩立像（模写）	ぼさつりゅうぞう	1	44
58361	菩薩立像（模造）	ぼさつりゅうぞう	1	44
45852	菩薩立像（模本）	ぼさつりゅうぞう	1	44
76780	刀　銘 帝室技芸員 月山貞一謹作（花押） 大正二年三月吉日	かたな	1	43
77970	刀（名物　切刃貞宗）	かたな	1	43
156207	金冠	きんかん	1	38
123470	蚊	か	1	35
109249	𤭯残片	はそう	1	35
156684	煙草入れ	たばこいれ	1	28
160181	写生帖１７号	しゃせいちょう　ごう	1	27
160182	写生帖１８号	しゃせいちょう　ごう	1	27
160183	写生帖１９号	しゃせいちょう　ごう	1	27
160165	写生帖１号	しゃせいちょう　ごう	1	27
160184	写生帖20号	しゃせいちょう　ごう	1	27
160185	写生帖21号	しゃせいちょう　ごう	1	27
160186	写生帖22号	しゃせいちょう　ごう	1	27
160187	写生帖23号	しゃせいちょう　ごう	1	27
160188	写生帖24号	しゃせいちょう　ごう	1	27
160191	写生帖27号	しゃせいちょう　ごう	1	27
160192	写生帖28号	しゃせいちょう　ごう	1	27
160193	写生帖29号	しゃせいちょう　ごう	1	27
160166	写生帖２号（フォンテーヌブロー）	しゃせいちょう　ごう	1	27
160194	写生帖３０号	しゃせいちょう　ごう	1	27
160195	写生帖３１号	しゃせいちょう　ごう	1	27
160196	写生帖３２号	しゃせいちょう　ごう	1	27
160197	写生帖３３号	しゃせいちょう　ごう	1	27
160198	写生帖３４号	しゃせいちょう　ごう	1	27
160199	写生帖３５号	しゃせいちょう　ごう	1	27
160200	写生帖36号	しゃせいちょう　ごう	1	27
160201	写生帖３７号	しゃせいちょう　ごう	1	27
160202	写生帖３８号	しゃせいちょう　ごう	1	27
160203	写生帖39号	しゃせいちょう　ごう	1	27
160169	写生帖５号（バルビゾン、ボワニュヴィル）	しゃせいちょう　ごう	1	27
160170	写生帖６号（ブランケンベルヘ）	しゃせいちょう　ごう	1	27
160171	写生帖７号（グレー）	しゃせいちょう　ごう	1	27
160173	写生帖９号（ブレハ）	しゃせいちょう　ごう	1	27
119770	（箱書:旗指物等図）	はたさしものなどず	1	23
119798	越前家旗本[旗指物等図]	はたさしものなどず	1	23
174751	延喜式　巻一	えんぎしき	1	23
174726	延喜式　巻九	えんぎしき	1	23
174712	延喜式　巻三十	えんぎしき	1	23
174724	延喜式　巻三十一	えんぎしき	1	23
174711	延喜式　巻三十九	えんぎしき	1	23
174733	延喜式　巻三十二	えんぎしき	1	23
174722	延喜式　巻三十八	えんぎしき	1	23
174723	延喜式　巻三十六	えんぎしき	1	23
174732	延喜式　巻四十二	えんぎしき	1	23
174699	延喜式　巻十	えんぎしき	1	23
174725	延喜式　巻十一	えんぎしき	1	23
174735	延喜式　巻十三	えんぎしき	1	23
174734	延喜式　巻二十	えんぎしき	1	23
174748	延喜式　巻二十一	えんぎしき	1	23
174713	延喜式　巻二十九	えんぎしき	1	23
174747	延喜式　巻二十二	えんぎしき	1	23
174746	延喜式　巻二十六	えんぎしき	1	23
174727	延喜式　巻八	えんぎしき	1	23
119808	遠藤左迫将監家之紋旗指物合印雛形	はたさしものなどず	1	23
119799	加賀守家之紋旗指物合印等之図	はたさしものなどず	1	23
119785	家之紋・旗・馬験・諸土差物・合印・幕之紋［旗指物等図］	はたさしものなどず	1	23
119794	家之紋旗指物合印[図]	はたさしものなどず	1	23
119806	家之紋旗指物合印等之図末家家来共	はたさしものなどず	1	23
119796	家之紋並旗指物之絵図	はたさしものなどず	1	23
119781	家紋・旗・馬印・指物絵図	はたさしものなどず	1	23
119802	家紋其外[旗指物等図]	はたさしものなどず	1	23
119776	旗指物[等]図	はたさしものなどず	1	23
119810	慶長・元和紋及合印[旗指物]等図	はたさしものなどず	1	23
119805	今度御尋被仰達候武器之覚[旗指物等図]	はたさしものなどず	1	23
119791	指物旗團居旗定紋合印書付	はたさしものなどず	1	23
119800	定紋旗差物馬印並番差物[図]	はたさしものなどず	1	23
119789	馬印繧旗番指物図	はたさしものなどず	1	23
119804	武器並家中相験之図	はたさしものなどず	1	23
119807	紋旗指物合印[図]	はたさしものなどず	1	23
116678	盆 鯨骨製	ﾎﾞﾝ	1	22
115719	扁平紐式銅鐸	へんぺいちゅうしきどうたく	1	22
107057	扁平鈕式銅鐸残欠	へんぺいちゅうしきどうたく	1	22
80898	黄釉透鉢	＊	1	21
80885	褐釉手鉢	＊	1	21
80472	肩衝茶入 銘 こせうのこ	かたつきちゃいれ	1	21
78230	肩衝茶入 銘染色	かたつきちゃいれ	1	21
80692	黒楽茶碗｢後楽｣印	＊	1	21
79041	色絵花卉文皿	＊	1	21
80432	色絵桐鳳文皿	＊	1	21
78837	色絵金襴手山水文鉢 ｢湖東｣上絵銘	＊	1	21
78972	色絵自然風物図皿	＊	1	21
79051	青釉糸巻合子	＊	1	21
79081	染付花卉図水注	＊	1	21
78284	染付鼓皮面形台鉢 ｢樂々園製｣印	＊	1	21
79049	染付山水楼閣図扁壺	＊	1	21
80751	染付松竹梅文大徳利	＊	1	21
78984	多彩釉印刻文瓶	＊	1	21
78978	多彩釉鹿図花瓶	＊	1	21
78982	多彩釉風景図水注	＊	1	21
78970	淡緑地蔓草貼付文花瓶	＊	1	21
79052	釉裏彩花蝶文合子	＊	1	21
79078	釉裏彩花卉図皿	＊	1	21
101777	トロトロ石器	せっき	1	20
101010	砥石残片・石皿残片	せっき	1	20
114846	銅製宝塔形経筒	どうせいきょうづつ	1	19
167905	和歌懐紙（七夕同詠星夕言志和歌）　	ワカカイシ	1	19
167893	和歌懐紙（春日詠若菜知時和歌）	ワカカイシ	1	19
167891	和歌懐紙（春日同詠雨後花和歌）　	ワカカイシ	1	19
57619	和歌（ひよこ）	わか	1	18
57642	和歌詠草「このごろは」	えいそう	1	18
172460	笙	ショウ	1	18
155396	踵	しょう	1	18
169673	墨竹図　	ボクチクズ	1	17
42966	墨竹図（模写）	ぼくちくず	1	17
117107	脇差	わきざし	1	16
116562	脇指（タシロ）	ﾜｷｻﾞｼ	1	16
159816	ブレハ島にて	とう	1	15
3116	山吹双蝶鳥鏡	ヤマブキソウチョウキョウ	1	15
58290	十一面観音菩薩立像 	じゅういちめんかんのんぼさつりゅうぞう	1	15
80494	竹茶杓 銘 さかひ	たけちゃしゃく	1	15
125092	博物館魚譜	はくぶつかんぎょふ	1	15
167709	博物館魚譜 第11帖	はくぶつかんぎょふ	1	15
167714	博物館魚譜 第12帖	はくぶつかんぎょふ	1	15
167698	博物館魚譜 第13帖	はくぶつかんぎょふ	1	15
167715	博物館魚譜 第14帖	はくぶつかんぎょふ	1	15
167699	博物館魚譜 第15帖	はくぶつかんぎょふ	1	15
167710	博物館魚譜 第16帖	はくぶつかんぎょふ	1	15
167712	博物館魚譜 第1帖	はくぶつかんぎょふ	1	15
167717	博物館魚譜 第2帖	はくぶつかんぎょふ	1	15
167707	博物館魚譜　第3帖	はくぶつかんぎょふ	1	15
167718	博物館魚譜　第4帖	はくぶつかんぎょふ	1	15
167697	博物館魚譜 第5帖	はくぶつかんぎょふ	1	15
167713	博物館魚譜 第6帖	はくぶつかんぎょふ	1	15
167720	博物館魚譜 第8帖	はくぶつかんぎょふ	1	15
172462	鼗	トウ	1	15
157967	ココヤシ匙	さじ	1	14
117598	サジ	さじ	1	14
136551	伊勢家来射礼之書	 （内題・外題）	1	14
137953	医経溯洄集倭語鈔	 （内題・外題）	1	14
136706	快晴紫雲録	 （内題・外題）	1	14
136620	関ケ原御合戦進退秘訣	 （内題・外題）	1	14
136718	後三年合戦及蒙古襲来絵弁・取染考・あかとり考・赤鳥捺物再顕記・弓馬名所の記	 （内題・外題）	1	14
137612	香雨静処間録	 （内題・外題）	1	14
78937	黒楽茶碗 銘朧夜	くろらくちゃわん	1	14
155186	彩文壷	さいもんつぼ	1	14
136610	十文字切紙・五将論水鏡	 （内題・外題）	1	14
136643	西院河原口号伝	 （内題・外題）	1	14
170153	銭	セン	1	14
136685	禅機絵抄	 （内題・外題）	1	14
136585	禅儀外文伝疑鈔	 （内題・外題）	1	14
136615	太閤秀吉朝鮮征討起本写	 （内題・外題）	1	14
117721	盤竜鏡	ばんりゅうきょう	1	14
137492	本朝新刀一覧	 （内題・外題）	1	14
136602	野中紀事	 （内題・外題）	1	14
137890	絳老餘算草術	 （内題・外題）	1	14
110883	塼	せん	1	14
120807	越前国平泉寺銅鼓拓本	どうこ	1	13
47406	写生帳	しゃせいちょう	1	13
107099	須惠器残片	すえきざんぺん	1	13
126191	［鑑賞録陶磁器図］	かんしょうろくとうじきず	1	12
126200	《鑑賞録陶磁器図；10号》	かんしょうろくとうじきず	1	12
126201	《鑑賞録陶磁器図；11号》	かんしょうろくとうじきず	1	12
126202	《鑑賞録陶磁器図；12号》	かんしょうろくとうじきず	1	12
126192	《鑑賞録陶磁器図；2号》	かんしょうろくとうじきず	1	12
126193	《鑑賞録陶磁器図；3号》	かんしょうろくとうじきず	1	12
126194	《鑑賞録陶磁器図；4号》	かんしょうろくとうじきず	1	12
126195	《鑑賞録陶磁器図；5号》	かんしょうろくとうじきず	1	12
126196	《鑑賞録陶磁器図；6号》	かんしょうろくとうじきず	1	12
126197	《鑑賞録陶磁器図；7号》	かんしょうろくとうじきず	1	12
126198	《鑑賞録陶磁器図；8号》	かんしょうろくとうじきず	1	12
126199	《鑑賞録陶磁器図；9号》	かんしょうろくとうじきず	1	12
178045	柿図	カキズ	1	12
71640	小刀	こがたな	1	12
80154	赤楽茶碗 「萬古｣印	あからくちゃわん	1	12
169543	土器 （内訳）焼塩壺２個 焼塩壺蓋１個 土器皿１個	ドキ	1	12
122500	ウズ	うず	1	11
154639	銅管	どうかん	1	11
46224	夕すゞみ	ゆう	1	11
160247	アフロディテだ！（『アフロディテ』挿絵原画のための素描）	さしえげんが　すびょう	1	10
160235	クリュシス（『アフロディテ』挿絵原画のための素描）	さしえげんが　すびょう	1	10
59093	伎楽面 酔胡従	ぎがくめん すいこじゅう	1	10
145470	飾り金具	かざりかなぐ	1	10
146077	青磁蓮弁文椀	せいじれんべんもんわん	1	10
153715	帯扣	たいこう	1	10
1502	箱迫	ハコセコ	1	10
71134	腕環	うでわ	1	10
176294	錺金具	カザリカナグ	1	10
123374	キダイ	きだい	1	9
172642	開元通寳	カイゲンツウホウ	1	9
114261	岩板	がんばん	1	9
72921	湖州鏡 湖州真石念　二叔家照子	こしゅうきょう	1	9
72914	湖州鏡 湖州石十五　郎錬胴照子	こしゅうきょう	1	9
110191	山形土偶残片	やまがたどぐうざんぺん	1	9
128074	集古十種；兵器・弓矢；1・［2］	しゅうこじっしゅ	1	9
128073	集古十種；兵器・甲冑；1～12	しゅうこじっしゅ	1	9
128075	集古十種；兵器・刀剣；［1・2］	しゅうこじっしゅ	1	9
127167	集古十種；法帖・古画・兵器	しゅうこじっしゅ	1	9
71494	小珠	こだま	1	9
2982	双竜鏡	ソウリュウキョウ	1	9
71410	大刀子	とうす	1	9
170068	覆	フク	1	9
127550	平安人物志；巻1	へいあんじんぶつし	1	9
127544	平安人物志《文政再板平安人物志》	へいあんじんぶつし	1	9
127555	平安人物誌《嘉永改刻平安人物誌》	へいあんじんぶつし	1	9
127546	平安人物誌《嘉永再刻平安人物誌》	へいあんじんぶつし	1	9
127542	平安人物誌《改刻平安人物志》	へいあんじんぶつし	1	9
127543	平安人物誌《慶応改刻平安人物誌》	へいあんじんぶつし	1	9
127547	平安人物誌《天保改刻平安人物誌》	へいあんじんぶつし	1	9
127545	平安人物誌《天明新刻平安人物志》	へいあんじんぶつし	1	9
127548	平安人物誌《文政再刻平安人物誌》	へいあんじんぶつし	1	9
52465	涼み	すず	1	9
107294	鈴訓	すずくしろ	1	9
15309	羯麿	かつま	1	9
137297	★靪記	 （内題）	1	8
123275	カニ	かに	1	8
3267	き鳳鏡	キホウキョウ	1	8
171468	き龍文鏡	キリュウモンキョウ	1	8
137388	演礟図説輯要	 （内題）	1	8
148047	加彩楽人俑	かさいがくじん	1	8
52449	蟹とり	かに	1	8
136682	虚鈬伝記国字解	 外題	1	8
138085	古今獨案録	 外題	1	8
137635	古流故実伝鞍馬弁書	 （内題）	1	8
137872	幸流秘術小鼓手配	 外題	1	8
137629	皇朝学者妙二奇談しりうごと	 （内題）	1	8
137759	佐羅紗便覧	 外題	1	8
137859	拾玉勘者御伽双紙	 外題	1	8
166750	十六羅漢像（第九尊者）	じゅうろくらかんぞう	1	8
166746	十六羅漢像（第十三尊者）	じゅうろくらかんぞう	1	8
166735	十六羅漢像（第十二尊者）	じゅうろくらかんぞう	1	8
166743	十六羅漢像（第二尊者）	じゅうろくらかんぞう	1	8
137553	順天堂算譜	 （内題）	1	8
138021	新板絵入　哥行脚懐碩	 外題	1	8
154436	水差し	みずさし	1	8
42726	雪景山水図（模本）	せっけいさんすいず	1	8
137798	草野和歌集	 外題	1	8
137830	大和国長谷寺縁起	 外題	1	8
137614	鉄炮機鑑抄　薬方之巻	 （内題）	1	8
169963	唐冠	トウカン	1	8
137645	日本国見在書目録	 （内題）	1	8
116526	背負縄（タラ） 	せおいなわ	1	8
155464	蓮華文棰先瓦	れんげもんたるきさきがわら	1	8
67732	熈寧元宝	きねいげんぽう	1	8
124451	《大和本草；新校正》	やまとほんぞう	1	7
124438	《大和本草》	やまとほんぞう	1	7
178370	ズィーナト・マハル像	ぞう	1	7
160150	ラファエル・コラン像	ぞう	1	7
38881	ローレンツ・フォン・シュタイン像	ぞう	1	7
158252	ワニ像	ぞう	1	7
72016	菊枝双鳥方鏡	きくえだそうちょうきょう	1	7
91456	脚付碗	きゃくつきわん	1	7
38783	狗子	くし	1	7
116443	串	くし	1	7
162201	玄圃瑤華	げんぽようか	1	7
168429	玄圃瑤華のうち奥書	げんぽようか	1	7
168457	玄圃瑤華のうち菊・貴船菊	げんぽようか	1	7
168434	玄圃瑤華のうち題	げんぽようか	1	7
168441	玄圃瑤華のうち芭蕉・南天	げんぽようか	1	7
146642	五彩花蝶文皿	ごさいかちょうもんさら	1	7
106907	五獣形鏡	ごじゅうきょう	1	7
55084	鯉の滝登り（復刻版）	こい　たきのぼ	1	7
52415	三代目瀬川菊之丞のおふじ	さんだいめせがわきくのじょう	1	7
52438	三代目瀬川菊之丞のけいせいかつらき	さんだいめせがわきくのじょう	1	7
50569	山姥と金太郎・あかんべえ	やまんば　きんたろう	1	7
52776	山姥と金太郎・しいやり	やまんば　きんたろう	1	7
50566	山姥と金太郎・やんちゃ	やまんば　きんたろう	1	7
53875	山海愛度図会・えりをぬきたい	さんかいめでたいずえ	1	7
53869	山海愛度図会・トツトやくたい	さんかいめでたいずえ	1	7
53872	山海愛度図合・おしやくがしたい	さんかいめでたいずえ	1	7
53877	山海愛度図合・けむつたい	さんかいめでたいずえ	1	7
53870	山海愛度図會・はやくにげたい	さんかいめでたいずえ	1	7
53865	山海愛度圖會・おへんじをいたゞきたい	さんかいめでたいずえ	1	7
53873	山海愛度圖會・ヲゝいたい	さんかいめでたいずえ	1	7
168602	指書	シショ	1	7
68222	紹聖元豊	しょうせいげんぽう	1	7
124444	大倭本草《大倭本草薬名録》	やまとほんぞう	1	7
124437	大和本草；巻3～9《大和本草記聞；巻3～9》	やまとほんぞう	1	7
124236	大和本草《大和本草綱目》	やまとほんぞう	1	7
119945	銅鼓［拓本］	どうこたくほん	1	7
119971	銅鼓搨影	どうこたくほん	1	7
119965	銅鼓搨本	どうこたくほん	1	7
150244	博山炉	はくさんろ	1	7
144881	「日光」鏡	にっこうきょう	1	6
166388	アクバル胸像	きょうぞう	1	6
48313	グレー雪景	せっけい	1	6
79016	ゲーテ胸像	きょうぞう	1	6
48278	ノメンターノ橋	はし	1	6
79021	ビスマルク胸像	きょうぞう	1	6
79022	ベートーヴェン胸像	きょうぞう	1	6
78998	ワーグナー胸像	きょうぞう	1	6
176298	阿弥陀如来像                                                                                                                                                                                                                   	アミダニョライゾウ	1	6
54496	歌仙合・あさり貝	かせんあわせ　　　　がい	1	6
54491	歌仙合・あわひ貝	かせんあわせ　　　　がい	1	6
54530	歌仙合・さざへ貝	かせんあわせ　　　　がい	1	6
54498	歌仙合・しゞみ貝	かせんあわせ　　　　がい	1	6
54494	歌仙合・すだれ貝	かせんあわせ　　　　がい	1	6
54495	歌仙合・ちとり貝	かせんあわせ　　　　がい	1	6
40405	興以／達磨図	 （題箋）	1	6
145437	鏡像	きょうぞう	1	6
390	三角縁二神二獣鏡（2分）	サンカクブチニシンニジュウキョウ	1	6
43286	謝晋／山水図・漁翁図	 （題箋）	1	6
174327	手鑑「翰墨場」 史書断簡	テカガミ「カンボクジョウ」 シショダンカン	1	6
168590	書幅 	ショフク	1	6
169384	鐘馗図	ショウキズ	1	6
144923	食篭	じきろう	1	6
72252	瑞花雙鳥鏡	ずいかそうちょうきょう	1	6
172585	石経	セッケイ	1	6
117781	箭	や	1	6
72124	短刀ざんけつ	たんとうざんけつ	1	6
52673	忠臣蔵・二段目	ちゅうしんぐら　にだんめ	1	6
39033	伝行長／能惠法師絵詞	 （題箋）	1	6
169447	桃花図	トウカズ	1	6
53936	猫あそび	ねこ	1	6
116663	箸 芦茎製	ﾊｼ	1	6
44138	筆者不詳／四種護摩本尊爐形眷属像	 （題箋）	1	6
44129	筆者不詳／星　妙見諸像	 （題箋）	1	6
44139	筆者不詳／不動尊儀軌図像	 （題箋）	1	6
51336	桧扇	ひおうぎ	1	6
119130	武蔵国堀之内東光寺板碑[拓本]	むさしのくにほりうちとうこうじいたびたくほん	1	6
100930	有孔土錘	ゆうこうどすい	1	6
126547	倭名類聚鈔；巻1～4《和名類聚抄；1》	わみょうるいじゅしょう	1	6
126548	倭名類聚鈔；巻17～20	わみょうるいじゅしょう	1	6
126545	倭名類聚鈔《和名類聚抄》	わみょうるいじゅしょう	1	6
126546	和名類聚抄；巻1・2	わみょうるいじゅしょう	1	6
126441	和名類聚鈔《略本和名鈔》	わみょうるいじゅしょう	1	6
126438	和名類聚鈔《和名抄》	わみょうるいじゅしょう	1	6
117517	莚	むしろ	1	6
158199	棍棒（ウラ）	こんぼう	1	6
157412	棍棒（トトキア）	こんぼう	1	6
125594	《琴譜》	きんふ	1	5
124312	《菌譜》	きんふ	1	5
127774	《後素印叢；支那》	こうそいんそう	1	5
127776	《後素印叢；続編》	こうそいんそう	1	5
127775	《後素印叢；第3篇；原稿》	こうそいんそう	1	5
127847	《後素印叢；浮世絵；4・5》	こうそいんそう	1	5
118763	《小袖図》	こそでず	1	5
48103	Ｈ夫人肖像	ふじんしょうぞう	1	5
169304	せん仏	センブツ	1	5
47737	ドイツの少女	しょうじょ	1	5
123069	マス	ます	1	5
48026	モンタギユ夫人像	ふじんぞう	1	5
54880	鞠つき	まり	1	5
51606	魚づくし・さば、かに	うお	1	5
51609	魚づくし・ひらめ、めばる	うお	1	5
124330	菌譜	きんふ	1	5
71960	金銅花瓶	こんどうけびょう	1	5
109787	鶏形埴輪 	にわとりがたはにわ	1	5
119523	古瓦譜 	こがふ	1	5
127773	後素印叢	こうそいんそう	1	5
160255	詩	し	1	5
168392	詩藁	シコウ	1	5
78480	小壷	こつぼ	1	5
38250	少女とカナリヤ	しょうじょ	1	5
142181	人物図軸	じんぶつず	1	5
358	須恵器 広口壷	スエキ ヒロクチツボ	1	5
171472	石戈	セッカ	1	5
159870	雪	ゆき	1	5
52496	雪ころがし	ゆき	1	5
126430	増補考古画譜	ぞうほこうこがふ	1	5
127172	増補考古画譜；首巻・巻10・11	ぞうほこうこがふ	1	5
127075	増補考古画譜《増補考古画譜；初稿・2稿》	ぞうほこうこがふ	1	5
54572	鯛	たい	1	5
127074	大日本史；巻79～229	だいにほんし	1	5
127073	大日本史《大日本史目録》	だいにほんし	1	5
49938	朝妻船	あさづまぶね	1	5
127686	博物館書目解題略草稿	はくぶつかんしょもくかいだいりゃく	1	5
159840	夫人肖像	ふじんしょうぞう	1	5
119685	武蔵国法台寺板碑拓本	むさしほうだいじいたびたくほん	1	5
78910	文琳茶入 銘懷珠	ぶんりんちゃいれ	1	5
170048	鉾	ホコ	1	5
170762	桝	マス	1	5
127146	和漢年契《増補大成和漢年契》	わかんねんけい	1	5
125722	和漢年契《和漢年契増補大成》	わかんねんけい	1	5
164331	枡	ます	1	5
164086	漿器	しょうき	1	5
43045	芍薬図	しゃくやく	1	5
49276	芍藥　カナアリ	しゃくやく	1	5
116726	銛（キテ）	もり	1	5
91161	盌	まり	1	5
128015	［茶人花押叢］	ちゃじんかおうそう	1	4
122974	［類聚禽譜］《類聚禽譜；鳥類第三；燕雀類；中；四；雀類》	るいじゅうきんぷ	1	4
122981	［類聚禽譜］《類聚禽譜；鳥類第六；游水鳥類；下；十一；鳧属 鴨・鶿鸕属》	るいじゅうきんぷ	1	4
122979	［類聚禽譜］《類聚禽譜；鳥類第六；游水鳥類；上；九；鸊鷉属・鵜鶘属・鵠属・エトヒリカ属・鴎属・雁属》	るいじゅうきんぷ	1	4
125712	《ます鏡》	ますかがみ	1	4
125830	《古文書》	こもんじょ	1	4
118351	《集古図》	しゅうこず	1	4
118496	《信濃一国之図》	しなののくにず	1	4
128421	《信濃国［図］》	しなののくにず	1	4
128422	《信濃国図》	しなののくにず	1	4
159852	《其日のはて》下絵二	そのひ　したえ	1	4
126663	《東大寺献物帳；四通》	とうだいじけんもつちょう	1	4
125529	《武器図》	ぶきず	1	4
124377	《類聚禽譜》	るいじゅうきんぷ	1	4
122991	クワガタ	くわがた	1	4
117101	ストゥ（制裁棒） 	すとぅ　せいさいぼう	1	4
123892	マスカヾミ	ますかがみ	1	4
128392	下野国全図；野州九郡	しもつけのくにぜんず	1	4
128381	下野国全図《改正銅鐫下野国全図》	しもつけのくにぜんず	1	4
52662	仮名手本忠臣蔵・八段目	かなでほんちゅうしんぐら　はちだんめ	1	4
128744	花押薮	かおうそう	1	4
127250	花押藪；1	かおうそう	1	4
127264	花押藪；1～5	かおうそう	1	4
127251	花押藪；1～7	かおうそう	1	4
127116	雅遊漫録	がゆうまんろく	1	4
127322	雅遊漫録；巻1～4	がゆうまんろく	1	4
116667	灰カキ	はい	1	4
109099	外縁付鈕1式銅鐸	がいえんつきちゅういちしきどうたく	1	4
89564	管状垂飾	かんじょうすいしょく	1	4
14798	狂言面	きょうげんめん	1	4
128722	玉襷	たまだすき	1	4
50331	近江八景・勢田夕照	おうみはっけい　せたのせきしょう	1	4
77538	鍬形（模造）	くわがた	1	4
119795	慶長元和之頃家中旗指物等絵形	ぶきず	1	4
173769	狐	キツネ	1	4
160715	狐ばなし 	きつね	1	4
43340	虎渓三笑図（模本）	こけいさんしょうず	1	4
173839	虎溪三笑図	コケイサンショウズ	1	4
178182	五銖銭　篆	ごしゅせん	1	4
166695	後桜町天皇宸翰御消息（きのふの一封）	ゴサクラマチテンノウシンカンミショウソク	1	4
166694	後桜町天皇宸翰御消息（一封のやう）	ゴサクラマチテンノウシンカンミショウソク	1	4
166693	後桜町天皇宸翰御消息（御機けむよくめて度）	ゴサクラマチテンノウシンカンミショウソク	1	4
172935	後桜町天皇宸翰御消息（御機けむよくめて度さ）	ゴサクラマチテンノウシンカンミショウソク	1	4
125284	御即位次第	ごそくいしだい	1	4
125278	御即位次第《延享四年九月二十一日御即位次第》	ごそくいしだい	1	4
125285	御即位次第《御即位次第口伝》	ごそくいしだい	1	4
125279	御即位次第《宝暦十三年十一月二十七日御即位之次第》	ごそくいしだい	1	4
169657	耕作図屏風　	コウサクズビョウブ	1	4
54718	桜にアメンボ	さくら	1	4
54744	桜にすみれ	さくら	1	4
391	三角縁四神四獣鏡（6片）	サンカクブチシシンシジュウキョウ	1	4
52407	四代目岩井半四郎のおなつ	よだいめいわいはんしろう	1	4
49360	四代目岩井半四郎のおはつ	よだいめいわいはんしろう	1	4
121401	子供あそび	こどもあそび	1	4
126281	拾芥抄《故実叢書；拾芥抄》	しゅうがいしょう	1	4
118374	集古図・集古図目録	しゅうこず	1	4
114107	重狐文軒平瓦	じゅうこもんのきひらがわら	1	4
1101	松竹梅金銀鶴亀金銀珊瑚造りびらびら簪	ショウチクバイツルカメキンギンサンゴヅクリビラビラカンザシ	1	4
119777	松平出羽守所用　旗・円居図	ぶきず	1	4
128601	信濃国図	しなののくにず	1	4
54445	生花	いけばな	1	4
145857	青磁象嵌柘榴文鉢	せいじぞうがんざくろもんはち	1	4
80737	青磁瓢形茶入　銘 つくよ	かいゆうわん	1	4
168444	扇面散屏風（左隻）	せんめんちらしびょうぶ	1	4
176419	太鼓	タイコ	1	4
70971	大壺　珠洲	たいこ	1	4
128016	茶人花押叢	ちゃじんかおうそう	1	4
127263	茶人花押叢；索引	ちゃじんかおうそう	1	4
124530	茶人花押藪	ちゃじんかおうそう	1	4
116642	提籠	さげかご	1	4
170877	貼紙	タトウ	1	4
754	土師器 壷	ハジキ ツボ	1	4
47577	東海道五拾三次	とうかいどうごじゅうさんつぎ	1	4
53705	東海道五十三次・たかなハ	とうかいどうごじゅうさんつぎ	1	4
53160	東海道五十三次・につさか	とうかいどうごじゅうさんつぎ	1	4
53148	東海道五十三次・はら	とうかいどうごじゅうさんつぎ	1	4
91554	筒型器台	つつがたきだい	1	4
46591	藤原鎌足像(模本)	ふじわらのかまたりぞう	1	4
12764	銅鍾	どうしょう	1	4
154602	銅製碗	どうせいわん	1	4
125759	日本書紀；巻1	にほんしょき	1	4
125791	日本書紀神代抄	にほんしょき	1	4
124736	農家益	のうかえき	1	4
124735	農家益；続編	のうかえき	1	4
127933	博物館書目；1～10	はくぶつかんしょもく	1	4
127929	博物館書目；医書《医書目録；漢籍》	はくぶつかんしょもく	1	4
127932	博物館書目；漢籍1～13	はくぶつかんしょもく	1	4
