JPS_ID	作品名	作品名かな	作品名_重複	作品名かな_重複
143534	照禅者あて偈頌（破れ虚堂）	しょうぜんじゃあてげじゅ　やぶれきどう	1	1
126034	省諐録	せいけんろく	1	1
2828	硝子製器具	ガラスセイキグ	1	1
2754	硝子切子魚子文高脚蓋物 薩摩	ガラスキリコナナコモンコウキャクフタモノ サツマ	1	1
2756	硝子切子小鉢 薩摩	ガラスキリココバチ サツマ	1	1
81467	硝子貼煙草盆	がらすばりたばこぼん	1	1
148949	硝子筆	がらすふで	1	1
2755	硝子皺金入コップ 薩摩	ガラスシワキンイリコップ サツマ	1	1
5483	称意迎韶図	ショウイゲイショウズ	1	1
124412	称意館品類摘録	しょういかんひんるいてきろく	1	1
120305	章武王妃蘆氏墓誌拓本	しょうぶおうひろしぼしたくほん	1	1
55092	笑姿神	えびすがみ	1	1
144681	粧刀	チャンド	1	1
67219	紹興元宝	しょうこうげんぽう	1	1
159837	肖像（金子氏）	しょうぞう　かねこし	1	1
159876	肖像（篠塚氏）	しょうぞう　しのづかし	1	1
160870	肖像（婦人像横）	しょうぞう(ふじんぞうよこ)	1	1
159877	肖像（老人）	しょうぞう　ろうじん	1	1
158107	肖像頭蓋骨	しょうぞうずがいこつ	1	1
143695	肖像並行書稿本書巻	しょうぞうならびにぎょうしょこうほんしょかん	1	1
143648	肖像並臨董書横披	しょうぞうならびにりんとうしょおうひ	1	1
53227	菖蒲にきりぎりす	しょうぶ	1	1
51664	菖蒲に燕	しょうぶ　つばめ	1	1
51538	菖蒲に白鷺	しょうぶ　しらさぎ	1	1
54373	菖蒲園の美人と子供	しょうぶえん　びじん　こども	1	1
52893	菖蒲花に美人	しょうぶばな　びじん	1	1
174557	菖蒲図目貫	ショウブズメヌキ	1	1
174197	菖蒲図笄	ショウブズコウガイ	1	1
50550	菖蒲池の二美人	しょうぶいけ　にびじん	1	1
12324	菖蒲筝	しょうぶそう	1	1
141960	蕉下美人図軸	しょうかびじんずじく	1	1
160866	蕉葉白端渓石硯板	しょうようはくたんけいせきけんばん	1	1
773	衝角付冑 原山古墳出土品	ショウカクツキカブト ハラヤマコフンシュツドヒン	1	1
112632	衝角付冑形埴輪	しょうかくつきかぶとがたはにわ	1	1
54664	衝立に鶏	ついたて　にわとり	1	1
37999	衝立に倚る遊女図	ついたてによるゆうじょず	1	1
49181	衝立の上下	ついたて　うえした	1	1
50222	衝立側筆持ち女	ついたてそばふでも　おんな	1	1
859	裳 白地三重襷文綾に松島地摺	モ シロジミエダスキモンアヤニマツシマジスリ	1	1
167253	裳残欠	もざんけつ	1	1
162003	象に宝塔水滴	ぞうにほうとうすいてき	1	1
169997	象牙印 印面（家齊）陽文	ゾウゲイン インメン(カサイ)ヨウブン	1	1
171771	象牙珊瑚金銀造り簪	ゾウゲサンゴキンギンヅクリカンザシ	1	1
168067	象牙珠徳形茶杓	ゾウゲシュトクガタチャシャク	1	1
148778	象牙彫飾玉	ぞうげぼりかざりだま	1	1
148977	象牙彫卣	ぞうげぼりゆう	1	1
174129	象牙筆筒	ゾウゲフデヅツ	1	1
171165	象牙矢筈	ゾウゲヤハズ	1	1
116845	象棋	ちゅんじー	1	1
118419	象棋図	しょうぎず	1	1
178081	象棋盤	しょうぎばん	1	1
71107	象香炉	ぞうこうろ	1	1
57847	象山記	ぞうざんのき	1	1
125166	象志	ぞうし	1	1
178347	象象嵌蒔絵箪笥	ゾウゾウガンマキエタンス	1	1
84313	象陶製根付	ぞうとうせいねつけ	1	1
155191	象文鬲	ぞうもんれき	1	1
173008	象嵌雲鶴文大皿	ぞうがんうんかくもんおおざら	1	1
78737	象嵌菊花文皿	ぞうがんきっかもんさら	1	1
80411	象嵌菊花文扁壺	ぞうがんきっかもんへんこ	1	1
78351	象嵌人物図香合	ぞうがんじんぶつずこうごう	1	1
2694	象嵌青磁方尊文式瓶	ゾウガンセイジホウソンシキヘイ	1	1
78486	象嵌蝶文香合 「仁清」印	ぞうがんちょうもんこうごう	1	1
162996	象嵌鉄刀　附　鞘	ぞうがんてっとう　つけたり　さや	1	1
78071	象嵌俵文碗	ぞうがんたわらもんわん	1	1
147717	象嵌瓶	ぞうがんへい	1	1
2164	象嵌文湯呑 萩	ゾウガンモンユノミ ハギ	1	1
78440	象嵌文六角皿	ぞうがんもんろっかくさら	1	1
162044	象嵌用の衣服断片	ぞうがんようのいふくだんぺん	1	1
162042	象嵌用の眼	ぞうがんようのめ	1	1
162043	象嵌用の腕	ぞうがんようのうで	1	1
78197	象嵌立鶴文茶碗	ぞうがんたちつるもんちゃわん	1	1
78757	象嵌楼閣山水図皿	ぞうがんろうかくさんすいずさら	1	1
74596	象嵌六方花生	ぞうがんろっぽうはないけ	1	1
4928	賞秋図 陳師曽・湯定之題	ショウシュウズ チンシソ・トウテイシダイ	1	1
56503	賞竹詞	しょうちくし	1	1
123339	鉦敲魚	しょうこぎょ	1	1
83869	鉦皷	しょうこ	1	1
168612	鍾山探海詩	ショウザンタンカイシ	1	1
167927	鍾秀斎図	ショウシュウサイズ	1	1
47618	鍾離権・呂洞賓図	しょうりけん・りょどうひんず	1	1
52219	鍾馗に猿	しょうき　さる	1	1
50709	鍾馗に鬼相撲	しょうき　おにずもう	1	1
5411	鍾馗図 民国１７年１１月	ショウキズ ミンコク17ネン11ガツ	1	1
142213	鍾馗図冊	しょうきずさつ	1	1
144917	鍾馗図盾形鏡	しょうきずたてがたきょう	1	1
84290	鍾馗木彫根付	しょうきもくちょうねつけ	1	1
164325	鐘澄泥石長方硯	かねちょうでいせきちょうほうけん	1	1
169330	鐘楼試茗図	ショウロウシメイズ	1	1
81768	鐘馗鬼木彫根付	しょうきおにもくちょうねつけ	1	1
174177	鐘馗図小柄　銘宗珉(花押)	ショウキズコヅカ　メイソウミン(カオウ)	1	1
50942	障子腰板に写し絵	しょうじこしいた　うつ　え	1	1
112595	障泥金具	あおりかなぐ	1	1
48116	障屏画下絵	しょうびょうがしたえ	1	1
90281	鞘金具残片	さやかなぐざんぺん	1	1
97498	鞘残欠	さやざんけつ	1	1
155350	鞘付短剣	さやつきたんけん	1	1
149704	上衣 茶地山形文様	じょうい ちゃじやまがたもんよう	1	1
149410	上衣 緑地唐草文様金更紗	じょうい みどりじからくさもんようきんさらさ	1	1
164277	上衣・括袴 萌黄地向獅子丸龍卍蜀江文模様錦	じょうい・くくりばかま もえぎじむかいじしがんりゅうまんじしょっこうもんもようにしき	1	1
178197	上衣・袴 朱紅地立涌日輪扇龍丸模様	うわぎ・はかま しゅこうじたてわくにちりんおうぎりゅうまるもよう	1	1
176432	上衣（トゥンカ）	ウワギ（トゥンカ）	1	1
172433	上下加茂社殿図	カミシモカモシャデンズ	1	1
54799	上下畳む美人	かみしもたた　びじん	1	1
119019	上賀茂神社蔵競馬装束模様図《賀茂競馬装束模様図》	かものくらべうましょうぞくもようず	1	1
219	上宮寺出土 複弁蓮華文軒丸瓦破片	ジョウグウジシュツド フクベンレンゲモンノキマルガワラハヘン	1	1
125973	上宮太子拾遺記；1～7・裏書	じょうぐうたいししゅういき	1	1
125780	上宮太子伝記	じょうぐうたいしでんき	1	1
128055	上極花実覚祇集	じょうごくかじつおぼえぎしゅう	1	1
119645	上古時代女子図	じょうこじだいじょしず	1	1
119646	上古時代飾馬図	じょうこじだいかざりうまず	1	1
119643	上古時代男子図	じょうこじだいだんしず	1	1
168851	上御霊社正遷宮図額	カミゴリョウシャショウセングウズガク	1	1
119069	上使参内之図	じょうしさんだいのず	1	1
118165	上州・信州古鐘銘[五種]	じょうしゅうしんしゅうこしょうめいごしゅ	1	1
120142	上州新田大光院境内之地図	じょうしゅうにっただいこういんけいだいのちず	1	1
120116	上州世良田御宮並拝殿其外所々御修復仕様書	じょうしゅうせらたおんみやはいでんそのほかしょしょごしゅうふくしようしょ	1	1
130646	上州草津温泉物語	じょうしゅうくさつおんせんものがたり	1	1
128029	上杉家刀剣目録	うえすぎけとうけんもくろく	1	1
119165	上杉謙信所用印影	うえすぎけんしんしょよういんえい	1	1
166700	上杉謙信書状 極月五日付（宛所欠）	ウエスギケンシンショジョウ ゴクゲツイツカヅケ(アテドコロケツ)	1	1
47127	上杉治憲画像	うえすぎはるのりがぞう	1	1
58278	上杉重房坐像（模造）	うえすぎしげふさざぞう　もぞう	1	1
38914	上杉鷹山像	うえすぎようざんぞう	1	1
57017	上杉朝宗書状	うえすぎともむねしょじょう	1	1
129020	上杉略譜[外題：上杉家譜]	うえすぎりゃくふ	1	1
119264	上総国馬来田妙泉寺鐘銘拓本	かずさのくにまくたみょうせんじしょうめいたくほん	1	1
128394	上総国輿地全図	かずさのくによちぜんず	1	1
125995	上総寺社縁起；筠庭叢書；巻5《上総寺社縁起》	かずさじしゃえんぎ	1	1
48293	上総小浜海岸	かづさおばまかいがん	1	1
125359	上代衣服考	じょうだいいふくこう	1	1
175591	上代女子立像粘土原型	じょうだいじょしりゅうぞうねんどげんけい	1	1
149633	上着（アンガルカー） 白地花卉文様金更紗綿入	うわぎ しろじかきもんようきんさらさわたいれ	1	1
167335	上田友輔 文久遣欧使節写真	うえだともすけ  ぶんきゅうけんおうしせつしゃしん	1	1
82286	上棟式道具	じょうとうしきどうぐ	1	1
12303	上棟式用道具	じょうとうしきようどうぐ	1	1
51436	上棟神事	じょうとうしんじ	1	1
128894	上等作文五百題	じょうとうさくぶんごひゃくだい	1	1
170104	上表函 模造	ジョウヒョウバコ モゾウ	1	1
119555	上方鏡拓本	じょうほうきょうたくほん	1	1
46326	上野の花	うえの　はな	1	1
120018	上野一山向総絵図	うえのいっさんむきそうえず	1	1
119676	上野稲荷山古墳遺物出土見取図	こうずけいなりやまこふんいぶつしゅつどみとりず	1	1
50700	上野花見（『普賢像』）	うえのはなみ　ふげんぞう	1	1
139297	上野御本坊表門等絵図	うえのほんぼうおもてもんなどえず	1	1
47423	上野公園	うえのこえん	1	1
121582	上野公園バラック配置図	うえのこうえん　　はいちず	1	1
121422	上野公園図面	うえのこうえんずめん	1	1
120528	上野公園全図・東京第五大区十小区之図	うえのこうえんぜんず・とうきょうだいごだいくじゅうしょうくのず	1	1
120545	上野公園地全景	うえのこうえんちぜんけい	1	1
120541	上野公園地第二内国勧業博覧会一覧図	うえのこうえんないこくかんぎょうはくらんかいいちらんず	1	1
47832	上野公園内の景	うえのこうえんにのけい	1	1
121317	上野公園内国勧業第二博覧会美術館併猩々噴水器之図	うえのこうえんないこくかんぎょうだいにはくらんかいびじゅつかんならびにしょうじょうふんすいのず	1	1
120464	上野公園内国勧業第二博覧会美術館並猩々噴水器之図	うえのこうえんないこくかんぎょうだいにはくらんかいならびにしょうしょうふんすいきのず	1	1
118207	上野国碓氷嶺鐘銘	こうずけのくにうすいれいしょうめい	1	1
120639	上野国金井沢碑拓本	かないざわじんき	1	1
119652	上野国熊野権現鰐口拓本	こうずけのくにくまのごんげんわにぐちたくほん	1	1
118208	上野国吾妻郡下沢渡宗本寺古碑	こうずけのくにあがつまぐんしもさわとそうほんじこひ	1	1
119918	上野国光恩寺板碑拓本	こうずけのくにこうおんじいたびたくほん	1	1
120635	上野国子持大明神神足石拓本	こもちだいみょうじんしんそくせき	1	1
128644	上野国志	こうずけこくし	1	1
119195	上野国小幡村板碑拓本	こうずけのくにこはたむらいたびたくほん	1	1
119654	上野国辛科神社懸仏拓本	こうずけのくにからしなじんじゃかけぼとけたくほん	1	1
128396	上野国図	こうずけのくにず	1	1
119647	上野国赤城神社懸仏図	こうずけのくにあかぎじんじゃかけぼとけず	1	1
119653	上野国総社神社権現懸仏拓本	こうずけのくにそうじゃじんじゃかけぼとけたくほん	1	1
121568	上野国多胡郡碑拓本	こうずけのくにたこぐんひたくほん	1	1
120683	上野国多胡碑摸刻拓本	たごぐんこひ	1	1
120550	上野国多胡碑模刻拓本	こうずけのくにたごぐんひ	1	1
119651	上野国鷹蔵神社鰐口拓本	こうずけのくにたかくらじんじゃわにぐちたくほん	1	1
119650	上野国中山神社鰐口拓本	こうずけのくになかやまじんじゃわにぐちたくほん	1	1
119648	上野国東福寺鰐口拓本	こうずけのくにとうふくじわにぐちたくほん	1	1
119226	上野国館林愛宕神社板碑拓本	こうずけのくにたてばやしあたごじんじゃいたびたくほん	1	1
140068	上野山内流鏑馬図	うえのさんないやぶさめず	1	1
125331	上野増上寺御参詣御供建《上野増上寺両廟所江参詣供建》	うえのぞうじょうじごさんけいおんともだて	1	1
140441	上野地図	うえのちず	1	1
49550	上野池のはた桜乃花見景	うえのいけ　さくらの　はなみのけい	1	1
120108	上野中堂御宮殿其他絵図[ノ]地割	うえのちゅうどうごきゅうでんそのほかえずのちわり	1	1
120190	上野中堂並御本坊張附記	うえのちゅうどうならびにごほんぼうはりつけき	1	1
55423	上野中之嶽	こうずけなかのたけ	1	1
120021	上野東叡山寛永寺建築図	とうえいざんかんえいじけんちくず	1	1
121585	上野東叡山御灯篭建場図	うえのとうえいざんおんとうろうたてばず	1	1
120189	上野東叡山惣地図	とうえいざんそうちず	1	1
120779	上野東照宮大鏡拓本	うえのとうしょうぐう	1	1
121468	上野博物館 1階玄関ホール展示室境扉及び内部扉詳細	うえのはくぶつかん かいげんかん てんじしつさかいとびらおよ ないぶとびらしょうさい	1	1
121456	上野博物館 2階平面、正面中央窓部分立面	うえのはくぶつかんかいへいめん　しょうめんちゅうおうまどぶぶんりつめん	1	1
121469	上野博物館　図面	うえのはくぶつかん　ずめん	1	1
121472	上野博物館 正側面1階窓詳細	うえのはくぶつかん　しょうそくめんいっかいまどしょうさい	1	1
121457	上野博物館 立面（正面）	うえのはくぶつかん　りつめん　しょうめん	1	1
121458	上野博物館 立面（背面）	うえのはくぶつかん　りつめん　はいめん	1	1
120266	上野博物館遠景之図	うえのはくぶつかんえんけいのず	1	1
164917	上野博物館構内傘亭	うえのはくぶつかんこうないからかさてい	1	1
121500	上野博物館図	うえのはくぶつかんず	1	1
121460	上野博物館切面図	うえのはくぶつかんせつめんず	1	1
164424	上野博物館前庭	うえのはくぶつかんぜんてい	1	1
164642	上野博物館第二附属館（表慶館付近）	うえのはくぶつかんだいにふぞくかん ひょうけいかんふきん	1	1
121463	上野博物館中真之図	うえのはくぶつかんちゅうしんのず	1	1
164425	上野博物館裏庭	うえのはくぶつかんうらにわ	1	1
47290	上野博覧会之図	うえのはくらんかいのず	1	1
120548	上野不忍共同競馬会社開業式之図	うえのしのばずきょうどうけいばがいしゃかいぎょうしきのず	1	1
120232	上野本坊奥向地図	うえのほんぼうおくむきちず	1	1
120019	上野本坊向総絵図	うえのほんぼうむきそうえず	1	1
121311	上野遊園桜花盛之図	うえのゆうえんさくらはなざかりのず	1	1
47811	上野精養軒	うえのせいようけん	1	1
4481	上立売親八町組文書	カミダチウリシンパチチョウグミモンジョ	1	1
120114	上梁図式	じょうりょうずしき	1	1
168621	上彭潔斎八十寿書（七十八歳作）	ジョウホウケッサイハチジュウジュショ(78サイサク)	1	1
166300	上臈彩色板文庫	ジョウロウサイシキイタブンコ	1	1
4580	乗亀仙人図	ジョウキセンニンズ	1	1
4979	乗興舟	ジョウキョウシュウ	1	1
54453	乗合舟	のりあいぶね	1	1
51998	乗合舟　夏の景	のりあいぶね　なつ　けい	1	1
52000	乗合舟　正月の景	のりあいぶね　しょうがつ　けい	1	1
81556	乗合舟牙彫根付	のりあいぶねげちょうねつけ	1	1
47970	乗合舟図	のりあいぶねず	1	1
81217	乗合船蒔絵硯箱	のりあいぶねまきえすずりばこ	1	1
54104	乗合舩　其三（『一蝶狂画集』）	のりあいぶね　そのさん　　いっちょうきょうがしゅう	1	1
54103	乗合舩　其二（『一蝶狂画集』）	のりあいぶね　そのに　　いっちょうきょうがしゅう	1	1
54102	乗合舩（『一蝶狂画集』）	のりあいぶね　　いっちょうきょうがしゅう	1	1
38008	乗鶴美人図	じょうかくびじんず	1	1
54087	城	しろ	1	1
134940	城郭絵図	じょうかくえず	1	1
137800	城構図	しろがまえず	1	1
121269	城山西郷諸将切腹図	しろやまさいごうしょしょうせっぷくず	1	1
121155	城山大進撃西郷決戦之図	しろやまだいしんげきさいごうけっせんのず	1	1
119179	城取口伝渡極秘	しろとりくでんわたしごくひ	1	1
138115	城取之論	しろとりのろん	1	1
130299	城取離格問答	しろとりりかくもんどう	1	1
118312	城州八幡山御祭行列 附放生会之図	じょうしゅうはちまんやまおんまつりぎょうれつ　つけたり　ほうじょうえのず》	1	1
131765	城制示蒙	じょうせいじもう	1	1
129955	城制図	じょうせいず	1	1
128051	城制図解；全	じょうせいずかい	1	1
141926	城南雅集図巻	じょうなんがしゅうずかん	1	1
138415	城之図	しろのず	1	1
118460	城趾図（模本）	じょうしず	1	1
155687	城堭神	じょうこうしん	1	1
172346	常楽寺勧進状写	ジョウラクジカンシンジョウウツシ	1	1
170371	常滑水指	トコナメミズサシ	1	1
170375	常滑甕	トコナメカメ	1	1
172436	常御殿図 建図東妻図	ツネゴテンズ タテズヒガシヅマズ	1	1
168565	常高贈牧野佐渡守書翰	ツネタカマキノサドノカミニオクルノショカン	1	1
5299	常信縮図 倭人物絵巻	ツネノブシュクズ ワジンブツエマキ	1	1
45841	常信縮図巻	つねのぶしゅくずかん	1	1
120162	常徳寺仏壇雑図	じょうとくじぶつだんざつず	1	1
50427	常盤津の稽古	ときわづ　けいこ	1	1
121234	常盤津稽古所	ときわづけいこじょ	1	1
52146	常盤津稽古本持てる美人	ときわづけいこぼんも　　びじん	1	1
51920	常盤津美代太夫招き状（御休み所）	ときわづみよだゆうまね　じょう　おやす　どころ	1	1
48669	常盤津本持てる美人	ときわづぼんもてるびじん	1	1
173710	常磐御前之図	トキワオンマエノズ	1	1
52780	常磐津浄瑠璃集・四天王大江山入	ときわづじょうるりしゅう　してんのうおおえやまいり	1	1
124936	常磐日記	ときわにっき	1	1
172332	常不動院領証状加署写	ツネフドウインリョウショウジョウカショウツシ	1	1
139404	常変通攷	じょうへんつうこう	1	1
124982	常毛採薬録	じょうもうさいやくろく	1	1
128955	常陽四戦記・水谷蟠龍記・土岐累代記；全	じょうようしせんき・みずたにはんりゅうき・ときるいだいき	1	1
55373	常陸　筑波男体山女体山	ひたち　つくばなんたいさんにょたいさん	1	1
124930	常陸紀行	ひたちきこう	1	1
119220	常陸国吉田村古墳壁画拓本	ひたちのくによしだむらこふんへきがたくほん	1	1
128800	常陸国郡郷考[外題：常陸誌料郡郷考]	ひたちのくにぐんごうこう	1	1
128395	常陸国常州十一郡全図《常陸国全図》	ひたちのくにじょうしゅうじゅういちぐんぜんず	1	1
128834	常陸誌料［外題：関城繹史；全］	ひたちしりょう	1	1
126248	条約国史略	じょうやくこくしりゃく	1	1
170761	杖	ツエ	1	1
118874	浄光寺鐘銘拓本	じょうこうじしょうめいたくほん	1	1
15654	浄蔵法師伝	じょうぞうほうしでん	1	1
4332	浄土阿弥陀経（七寺一切経）	ジョウドアミダキョウ(ナナツデライッサイキョウ)	1	1
171090	浄土五会念仏誦経観行儀巻下	ジョウドゴエネンブツジュキョウカンギョウギマキノゲ	1	1
171378	浄土寺南田町経塚 光明真言・略法華経	ジョウドジミナミダチョウキョウヅカ コウミョウシンゴン・リャクホケキョウ	1	1
171377	浄土寺南田町経塚 小法華経 他	ジョウドジミナミダチョウキョウヅカ ショウホケキョウ ホカ	1	1
171381	浄土寺南田町経塚 石櫃	ジョウドジミナミダチョウキョウヅカ イシビツ	1	1
171376	浄土寺南田町経塚 大楽金剛不空真実三摩耶経般若波羅蜜多理趣品	ジョウドジミナミダチョウキョウヅカ ダイラクコンゴウフクウシンジツミツマヤキョウハンニャハラミッタリシュボン	1	1
171380	浄土寺南田町経塚 銅鋳製経筒（筒身）残片	ジョウドジミナミダチョウキョウヅカ ドウチュウセイキョウヅツ(トウシン)ザンペン	1	1
171375	浄土寺南田町経塚 妙法蓮華経 他	ジョウドジミナミダチョウキョウヅカ ミョウホウレンゲキョウ ホカ	1	1
171363	浄土寺南田町経塚 妙法蓮華経巻第一	ジョウドジミナミダチョウキョウヅカ ミョウホウレンゲキョウカンダイ1	1	1
171366	浄土寺南田町経塚 妙法蓮華経巻第三	ジョウドジミナミダチョウキョウヅカ ミョウホウレンゲキョウカンダイ3	1	1
171371	浄土寺南田町経塚 妙法蓮華経巻第六	ジョウドジミナミダチョウキョウヅカ ミョウホウレンゲキョウカンダイ6	1	1
171372	浄土寺南田町経塚 妙法蓮華経第七	ジョウドジミナミダチョウキョウヅカ ミョウホウレンゲキョウカンダイ7	1	1
171379	浄土寺南田町経塚 略法華経・延命真言	ジョウドジミナミダチョウキョウヅカ リャクホケキョウ・エンメイシンゴン	1	1
172588	浄土寺南田町経塚出土品	ジョウドジミナミダチョウキョウヅカシュツドヒン	1	1
11940	浄土曼荼羅図	じょうどまんだらず	1	1
4157	浄名玄論	ジョウミョウゲンロン	1	1
53056	浄瑠理見立八景・おはつ徳兵衛の夜雨	じょうるりみたてはっけい　　　　とくべえ　やう	1	1
125987	浄瑠璃寺流紀事《浄瑠璃寺流記》	じょうるりじるきのこと	1	1
83108	蒸菓子雛形	むしがしひながた	1	1
170119	錠 伝朝鮮鏡城南門所用	ジョウ デンチョウセンキョウジョウナンモンショヨウ	1	1
176295	錠前	ジョウマエ	1	1
107621	埴輪 椅子に座る男子	はにわ いすにすわるだんし	1	1
108479	埴輪 右手に棒を握る女子	はにわ　みぎて　ぼう　にぎ　じょし	1	1
108593	埴輪 右手を上げる女子	はにわ　みぎて　あ　じょし	1	1
107623	埴輪 煙突のある家	はにわ えんとつのあるいえ	1	1
116306	埴輪 猿	はにわ　さる	1	1
108332	埴輪 下げ美豆良の男子頭部	はにわ　さ　みずら　だんしとうぶ	1	1
108719	埴輪 家（模造）	はにわいえ	1	1
109617	埴輪 家残欠	はにわ いえざんけつ	1	1
110717	埴輪 蓋（傘部）	はにわ きぬがさ　かさぶ	1	1
110718	埴輪 蓋（立飾部）	はにわ きぬがさ　たちかざりぶ	1	1
178172	埴輪 顎髯の男子	はにわ あごひげのだんし	1	1
108333	埴輪 笠を被る男子頭部	はにわ　かさ　かぶ　だんしとうぶ	1	1
93359	埴輪 冠を被る男子	はにわ かんむりをかぶるだんし	1	1
108936	埴輪 寄棟造高床倉庫	はにわ よせむねづくりたかゆかそうこ	1	1
108476	埴輪 弓を持つ腕部	はにわ　ゆみ　も　ゆみぶ	1	1
110509	埴輪 鶏	はにわ にわとり	1	1
109588	埴輪 鶏頭部	はにわ にわとりとうぶ	1	1
94291	埴輪 肩被衣を掛ける男子	はにわ　かたかつぎ　か　だんし	1	1
108477	埴輪 胡座の男子	はにわ　こざのだんし	1	1
107618	埴輪 鼓を打つ人物	はにわ つづみ う じんぶつ	1	1
108064	埴輪 腰かける巫女	はにわ　こしかけるみこ	1	1
94592	埴輪 腰に鈴鏡をつける女子	はにわ　こし　れいきょう　じょし	1	1
107616	埴輪 左手に器を持つ女子	はにわ　ひだりて　うつわ　も　じょし	1	1
95855	埴輪 左手を前に出す女子	はにわ　ひだりて　まえ　だ　じょし	1	1
94451	埴輪 残片	はにわ ざんぺん	1	1
109786	埴輪 子を背負う女子	はにわ　こをせおうじょし	1	1
112628	埴輪 子持家	はにわ　こもちいえ	1	1
175495	埴輪　鹿	はにわ　しか	1	1
108590	埴輪 首を飾る女子	はにわ くびをかざるじょし	1	1
101114	埴輪 首飾りの女子	はにわ くびかざりのじょし	1	1
581	埴輪 女子像	ハニワ ジョシゾウ	1	1
109568	埴輪 笑う男子	はにわ わらうだんし	1	1
93222	埴輪 振分け髪の男子	はにわ　ふりわ　がみ　だんし	1	1
110493	埴輪 人物の脚（模造）	はにわ じんぶつのあし	1	1
109801	埴輪 人物の台	はにわ じんぶつのだい	1	1
110489	埴輪 人物胸（模造）	はにわ じんぶつむね	1	1
93980	埴輪 人物残欠	はにわ じんぶつざんけつ	1	1
109794	埴輪 人物残片	はにわ じんぶつざんぺん	1	1
109581	埴輪 人物胴部破片	はにわ じんぶつどうぶはへん	1	1
107821	埴輪 盛装女子	はにわ せいそうじょし	1	1
175500	埴輪　盛装男子	はにわ　せいそうだんし	1	1
109601	埴輪 切妻造家（模造）	はにわ きりつまづくりいえ	1	1
112630	埴輪 切妻造高床倉庫	はにわ　きりづまづくりたかゆかそうこ	1	1
107617	埴輪 太鼓を叩く男子	はにわ たいこ たた だんし	1	1
93177	埴輪 大刀を佩く男子	はにわ　たち　は　だんし	1	1
106755	埴輪 竪櫛をつける女子頭部	はにわ　たてぐし　じょしとうぶ	1	1
108755	埴輪 短甲（模造）	はにわ たんこう	1	1
114601	埴輪 短甲の武人	はにわ たんこうのぶじん	1	1
108720	埴輪 短甲の武人（模造）	はにわ たんこうのぶじん（もぞう）	1	1
94352	埴輪 男子脚部	はにわ だんしきゃくぶ	1	1
595	埴輪 男子像頭部	ハニワ ダンシゾウトウブ	1	1
612	埴輪 男子農夫像	ハニワ ダンシノウフゾウ	1	1
107599	埴輪 刀を持つ男子	はにわ かたなをもつだんし	1	1
110499	埴輪 鐙（模造）	はにわ あぶみ	1	1
108366	埴輪 頭に壺を載せる女子頭部	はにわ あたま つぼ の じょしとうぶ	1	1
93223	埴輪 頭巾を被る男子	はにわ ずきんをかぶるだんし	1	1
108669	埴輪 童女	はにわ どうじょ	1	1
175499	埴輪　農夫	はにわ　のうふ	1	1
110491	埴輪　馬の杏葉（模造）	はにわ うまのぎょうよう	1	1
93211	埴輪 馬首	はにわ うまくび	1	1
94372	埴輪 馬頭部	はにわ うまとうぶ	1	1
107745	埴輪 杯を捧げる女子	はにわ　さかずきをささげるじょし	1	1
93178	埴輪 被り物をつけた男子	はにわ　かぶ　もの　だんし	1	1
108321	埴輪 武人頭部	はにわ　ぶじんとうぶ	1	1
95268	埴輪 片手を挙げる人物	はにわ かたてをあげるじんぶつ	1	1
97643	埴輪 片手を挙げる男子	はにわ かたてをあげるだんし	1	1
108334	埴輪 坊主頭の男子頭部	はにわ ぼうずあたまのだんしとうぶ	1	1
548	埴輪 帽子をかぶった男	ハニワ ボウシヲカブッタオトコ	1	1
97206	埴輪 矢負いの猪	はにわ　やおいのいのしし	1	1
109798	埴輪 裸の女子	はにわ はだかのじょし	1	1
108594	埴輪 両手を前に出す女子	はにわ　りょうて　まえ　だ　じょし	1	1
93982	埴輪 腕残片	はにわ うでざんぺん	1	1
175497	埴輪　壺を持つ女子	はにわ　つぼをもつじょし	1	1
108753	埴輪 挂甲の武人（模造）	はにわ けいこうのぶじん（もぞう）	1	1
109413	埴輪 靫	はにわ ゆぎ	1	1
110488	埴輪 鬣（模造）	はにわ たてがみ	1	1
95854	埴輪 髷を結う男子	はにわ まげをゆうだんし	1	1
172276	埴輪・須恵器残片	はにわ・すえきざんへん	1	1
93367	埴輪・土器残欠	はにわ・どきざんけつ	1	1
16134	埴輪（伝茨城県東海村外宿出土）	はにわ（でんいばらきけんとうかいむらとじゅくしゅつど）	1	1
119642	埴輪家模写図	はにわいえもしゃず	1	1
96787	埴輪棺	はにわかん	1	1
16135	埴輪犬（伝茨城県東海村外宿出土）	はにわいぬ（でんいばらきけんとうかいむらとじゅくしゅつど）	1	1
16139	埴輪女子像（胴部）（伝茨城県東海村外宿出土）	はにわじょしぞう（どうぶ）（でんいばらきけんとうかいむらとじゅくしゅつど）	1	1
94182	埴輪女子頭部残欠	はにわじょしとうぶざんけつ	1	1
94590	埴輪靭残片	はにわゆきざんぺん	1	1
121574	埴輪図	はにわず	1	1
16140	埴輪男子（頭部）（伝茨城県東海村外宿出土）	はにわだんし（とうぶ）（でんいばらきけんとうかいむらとじゅくしゅつど）	1	1
94561	埴輪男子残欠	はにわだんしざんけつ	1	1
16138	埴輪男子像（上半身）（伝茨城県東海村外宿出土）	はにわだんしぞう（じょうはんしん）（でんいばらきけんとうかいむらとじゅくしゅつど）	1	1
